date,village_id,village_name,district,state,ph,turbidity,chlorine,bacteria,rainfall_mm,temperature_c,humidity_percent,daily_cases,cases_lag_7d,cases_lag_14d,rainfall_3d_sum,turbidity_7d_mean,chlorine_bacteria_ratio,risk_score,outbreak_risk_target
2024-09-28,VIL-004,Canning,South 24 Parganas,West Bengal,6.2,1.75,0.331,240.7,0.0,28.8,83.8,3,2,5,0.0,3.4,0.00137,35,1
2024-09-29,VIL-004,Canning,South 24 Parganas,West Bengal,6.97,1.34,0.214,20.4,0.0,30.3,76.5,2,2,4,0.0,3.02,0.01,0,0
2024-09-30,VIL-004,Canning,South 24 Parganas,West Bengal,6.54,0.81,0.301,0.5,4.8,29.6,74.6,2,2,3,4.8,2.84,0.20067,0,0
2024-10-01,VIL-004,Canning,South 24 Parganas,West Bengal,7.44,9.1,0.373,71.3,16.0,30.8,79.2,4,7,4,20.8,4.01,0.00516,45,1
2024-10-02,VIL-004,Canning,South 24 Parganas,West Bengal,7.65,7.15,0.32,55.3,58.8,28.0,89.6,0,3,3,79.6,3.35,0.00568,40,1
2024-10-03,VIL-004,Canning,South 24 Parganas,West Bengal,7.16,0.75,0.249,50.7,0.0,27.1,77.8,1,2,1,74.8,3.05,0.00482,15,0
2024-10-04,VIL-004,Canning,South 24 Parganas,West Bengal,6.94,1.46,0.052,5.0,2.3,25.7,80.7,2,0,4,61.1,3.19,0.00867,35,1
2024-10-05,VIL-004,Canning,South 24 Parganas,West Bengal,7.14,4.83,0.464,47.3,0.0,23.3,70.6,4,3,2,2.3,3.63,0.00961,25,0
2024-10-06,VIL-004,Canning,South 24 Parganas,West Bengal,7.23,0.79,0.189,26.4,0.0,24.5,93.9,2,2,2,2.3,3.56,0.0069,20,0
2024-10-07,VIL-004,Canning,South 24 Parganas,West Bengal,6.72,3.01,0.613,25.0,0.0,27.5,82.7,1,2,2,0.0,3.87,0.02358,0,0
2024-10-08,VIL-004,Canning,South 24 Parganas,West Bengal,6.37,4.04,0.284,19.6,30.2,22.6,75.9,4,4,7,30.2,3.15,0.01379,25,0
2024-10-09,VIL-004,Canning,South 24 Parganas,West Bengal,5.87,3.57,0.257,31.5,0.0,23.5,73.5,1,0,3,30.2,2.64,0.00791,0,0
2024-10-10,VIL-004,Canning,South 24 Parganas,West Bengal,7.86,4.12,0.265,34.0,0.0,33.2,86.7,3,1,2,30.2,3.12,0.00757,25,0
2024-10-11,VIL-004,Canning,South 24 Parganas,West Bengal,7.4,4.12,0.377,28.8,4.0,29.9,67.7,0,2,0,4.0,3.5,0.01265,25,0
2024-10-12,VIL-004,Canning,South 24 Parganas,West Bengal,7.32,11.25,0.194,300.4,0.0,27.2,53.6,2,4,3,4.0,4.41,0.00064,95,2
2024-10-13,VIL-004,Canning,South 24 Parganas,West Bengal,7.86,1.43,0.228,210.5,0.0,38.1,75.9,2,2,2,4.0,4.51,0.00108,35,1
2024-10-14,VIL-004,Canning,South 24 Parganas,West Bengal,6.35,7.08,0.462,66.7,3.7,22.4,89.3,3,1,2,3.7,5.09,0.00682,25,0
2024-10-15,VIL-004,Canning,South 24 Parganas,West Bengal,6.06,0.2,0.167,309.4,0.0,32.9,94.1,2,4,4,3.7,4.54,0.00054,70,2
2024-10-16,VIL-004,Canning,South 24 Parganas,West Bengal,7.33,1.14,0.449,369.2,0.0,28.6,73.7,1,1,0,3.7,4.19,0.00121,35,1
2024-10-17,VIL-004,Canning,South 24 Parganas,West Bengal,7.28,0.2,0.499,34.3,0.0,32.1,75.5,0,3,1,0.0,3.63,0.01414,0,0
2024-10-18,VIL-004,Canning,South 24 Parganas,West Bengal,6.06,3.54,0.47,46.0,0.0,29.4,81.2,4,0,2,0.0,3.55,0.01,0,0
2024-10-19,VIL-004,Canning,South 24 Parganas,West Bengal,7.32,0.36,0.392,249.3,0.0,21.5,71.8,3,2,4,0.0,1.99,0.00157,35,1
2024-10-20,VIL-004,Canning,South 24 Parganas,West Bengal,6.86,6.28,0.025,73.2,0.0,29.4,81.2,2,2,2,0.0,2.69,0.00034,60,1
2024-10-21,VIL-004,Canning,South 24 Parganas,West Bengal,6.62,3.49,0.132,18.7,0.0,30.3,74.0,2,3,1,0.0,2.17,0.0067,20,0
2024-10-22,VIL-004,Canning,South 24 Parganas,West Bengal,6.9,0.2,0.106,91.2,30.8,20.2,87.1,1,2,4,30.8,2.17,0.00115,20,0
2024-10-23,VIL-004,Canning,South 24 Parganas,West Bengal,5.64,4.22,0.282,18.0,1.4,36.8,83.7,4,1,1,32.2,2.61,0.01484,25,0
2024-10-24,VIL-004,Canning,South 24 Parganas,West Bengal,6.75,6.66,0.356,32.3,10.7,30.2,84.7,9,0,3,42.9,3.54,0.01069,25,0
2024-10-25,VIL-004,Canning,South 24 Parganas,West Bengal,6.68,3.64,0.136,20.1,0.0,31.7,72.5,2,4,0,12.1,3.55,0.00645,20,0
2024-10-26,VIL-004,Canning,South 24 Parganas,West Bengal,7.43,0.2,0.319,21.9,3.8,24.3,98.1,0,3,2,14.5,3.53,0.01393,0,0
2024-10-27,VIL-004,Canning,South 24 Parganas,West Bengal,7.01,6.56,0.473,0.4,0.0,31.8,80.8,2,2,2,3.8,3.57,0.33786,25,0
2024-10-28,VIL-004,Canning,South 24 Parganas,West Bengal,7.48,4.43,0.17,165.8,0.0,33.4,78.0,4,2,3,3.8,3.7,0.00102,80,2
2024-10-29,VIL-004,Canning,South 24 Parganas,West Bengal,5.57,1.6,0.203,27.4,0.0,30.0,65.9,2,1,2,0.0,3.9,0.00715,0,0
2024-10-30,VIL-004,Canning,South 24 Parganas,West Bengal,6.6,1.34,0.563,7.0,2.7,29.0,73.8,3,4,1,2.7,3.49,0.07037,0,0
2024-10-31,VIL-004,Canning,South 24 Parganas,West Bengal,7.43,2.2,0.183,7.1,25.6,25.4,76.4,1,9,0,28.3,2.85,0.02259,40,1
2024-11-01,VIL-004,Canning,South 24 Parganas,West Bengal,6.91,6.78,0.412,63.3,7.0,28.1,65.5,2,2,4,35.3,3.3,0.00641,25,0
2024-11-02,VIL-004,Canning,South 24 Parganas,West Bengal,7.61,0.98,0.573,386.1,5.0,27.0,71.5,4,0,3,37.6,3.41,0.00148,35,1
2024-11-03,VIL-004,Canning,South 24 Parganas,West Bengal,6.02,0.36,0.137,12.2,0.0,31.3,73.0,4,2,2,12.0,2.53,0.01038,20,0
2024-11-04,VIL-004,Canning,South 24 Parganas,West Bengal,7.54,6.72,0.151,8.2,0.0,25.6,75.7,3,4,2,5.0,2.85,0.01641,45,1
2024-11-05,VIL-004,Canning,South 24 Parganas,West Bengal,6.72,0.2,0.308,45.0,5.8,31.3,53.8,2,2,1,5.8,2.65,0.0067,0,0
2024-11-06,VIL-004,Canning,South 24 Parganas,West Bengal,6.66,8.13,0.362,64.6,0.0,25.6,73.4,0,3,4,5.8,3.62,0.00552,25,0
2024-11-07,VIL-004,Canning,South 24 Parganas,West Bengal,7.69,1.23,0.235,27.2,0.0,28.0,70.5,4,1,9,5.8,3.49,0.00833,0,0
2024-11-08,VIL-004,Canning,South 24 Parganas,West Bengal,7.8,2.38,0.705,28.1,7.6,31.5,74.7,1,2,2,7.6,2.86,0.02423,0,0
2024-11-09,VIL-004,Canning,South 24 Parganas,West Bengal,7.72,0.48,0.447,43.1,0.0,26.2,87.4,1,4,0,7.6,2.79,0.01014,0,0
2024-11-10,VIL-004,Canning,South 24 Parganas,West Bengal,8.32,7.81,0.205,29.4,23.3,31.6,99.0,2,4,2,30.9,3.85,0.00674,25,0
2024-11-11,VIL-004,Canning,South 24 Parganas,West Bengal,7.86,4.66,0.104,192.6,0.0,31.2,83.1,3,3,4,23.3,3.56,0.00054,95,2
2024-11-12,VIL-004,Canning,South 24 Parganas,West Bengal,6.62,8.67,0.339,3.3,0.0,27.9,60.2,3,2,2,23.3,4.77,0.07884,25,0
2024-11-13,VIL-004,Canning,South 24 Parganas,West Bengal,7.18,3.86,0.429,20.9,19.1,33.6,70.9,3,0,3,19.1,4.16,0.01959,0,0
2024-11-14,VIL-004,Canning,South 24 Parganas,West Bengal,6.88,0.69,0.681,128.9,0.0,29.3,82.2,1,4,1,19.1,4.08,0.00524,35,1
2024-11-15,VIL-004,Canning,South 24 Parganas,West Bengal,8.32,1.24,0.364,140.1,16.9,33.4,80.8,2,1,2,36.0,3.92,0.00258,35,1
2024-11-16,VIL-004,Canning,South 24 Parganas,West Bengal,7.76,2.24,0.306,9.2,0.0,36.2,86.8,1,1,4,16.9,4.17,0.03,0,0
2024-11-17,VIL-004,Canning,South 24 Parganas,West Bengal,6.99,3.14,0.174,284.0,0.0,28.0,73.8,2,2,4,16.9,3.5,0.00061,70,2
2024-11-18,VIL-004,Canning,South 24 Parganas,West Bengal,7.63,8.77,0.417,92.2,0.0,31.6,70.6,2,3,3,0.0,4.09,0.00447,25,0
2024-11-19,VIL-004,Canning,South 24 Parganas,West Bengal,6.36,1.63,0.533,24.8,13.7,26.4,96.0,1,3,2,13.7,3.08,0.02066,0,0
2024-11-20,VIL-004,Canning,South 24 Parganas,West Bengal,7.25,4.08,0.028,47.5,27.3,24.9,75.7,4,3,0,41.0,3.11,0.00058,60,1
2024-11-21,VIL-004,Canning,South 24 Parganas,West Bengal,6.54,10.9,0.363,27.5,0.0,28.2,62.8,1,1,4,41.0,4.57,0.01274,25,0
2024-11-22,VIL-004,Canning,South 24 Parganas,West Bengal,6.09,0.56,0.166,12.7,0.0,23.5,92.7,3,2,1,27.3,4.47,0.01212,20,0
2024-11-23,VIL-004,Canning,South 24 Parganas,West Bengal,7.57,6.67,0.106,26.8,0.0,25.2,57.0,0,1,1,0.0,5.11,0.00381,45,1
2024-11-24,VIL-004,Canning,South 24 Parganas,West Bengal,7.65,1.83,0.655,67.7,2.1,31.4,33.1,2,2,2,2.1,4.92,0.00953,0,0
2024-11-25,VIL-004,Canning,South 24 Parganas,West Bengal,7.37,4.43,0.51,136.4,0.0,26.9,84.2,2,2,3,2.1,4.3,0.00371,60,1
2024-11-26,VIL-004,Canning,South 24 Parganas,West Bengal,6.99,1.17,0.241,35.2,0.0,31.8,85.9,3,1,3,2.1,4.23,0.00666,0,0
2024-11-27,VIL-004,Canning,South 24 Parganas,West Bengal,6.34,1.37,0.321,33.3,4.7,30.2,80.0,1,4,3,4.7,3.85,0.00936,0,0
2024-11-28,VIL-004,Canning,South 24 Parganas,West Bengal,6.4,0.2,0.293,49.2,0.0,36.4,59.4,1,1,1,4.7,2.32,0.00584,0,0
2024-11-29,VIL-004,Canning,South 24 Parganas,West Bengal,6.52,11.94,0.147,80.7,0.7,31.1,74.3,5,3,2,5.4,3.94,0.0018,45,1
2024-11-30,VIL-004,Canning,South 24 Parganas,West Bengal,6.96,5.64,0.253,108.6,3.5,33.5,71.7,2,0,1,4.2,3.8,0.00231,60,1
2024-12-01,VIL-004,Canning,South 24 Parganas,West Bengal,7.75,0.33,0.491,30.9,6.2,30.6,68.6,1,2,2,10.4,3.58,0.01539,0,0
2024-12-02,VIL-004,Canning,South 24 Parganas,West Bengal,7.74,25.6,0.248,68.9,0.0,30.2,91.9,2,2,2,9.7,6.61,0.00355,25,0
2024-12-03,VIL-004,Canning,South 24 Parganas,West Bengal,6.11,3.12,0.434,38.5,0.0,33.7,62.4,2,3,1,6.2,6.89,0.01099,0,0
2024-12-04,VIL-004,Canning,South 24 Parganas,West Bengal,6.68,6.46,0.25,98.3,0.0,31.7,78.8,2,1,4,0.0,7.61,0.00252,25,0
2024-12-05,VIL-004,Canning,South 24 Parganas,West Bengal,6.67,0.23,0.137,14.0,3.6,29.8,89.3,4,1,1,3.6,7.62,0.00913,20,0
2024-12-06,VIL-004,Canning,South 24 Parganas,West Bengal,5.58,1.66,0.565,23.2,15.0,29.8,79.6,0,5,3,18.6,6.15,0.02335,0,0
2024-12-07,VIL-004,Canning,South 24 Parganas,West Bengal,7.44,3.72,0.0,43.3,0.0,31.2,89.9,1,2,0,18.6,5.87,0.0,35,1
2024-12-08,VIL-004,Canning,South 24 Parganas,West Bengal,6.95,0.38,0.671,171.8,0.0,26.3,81.8,4,1,2,15.0,5.88,0.00388,35,1
2024-12-09,VIL-004,Canning,South 24 Parganas,West Bengal,7.03,2.26,0.53,66.4,0.0,26.1,80.2,3,2,2,0.0,2.55,0.00786,0,0
2024-12-10,VIL-004,Canning,South 24 Parganas,West Bengal,7.91,1.96,0.383,262.4,11.0,34.7,79.4,2,2,3,11.0,2.38,0.00145,35,1
2024-12-11,VIL-004,Canning,South 24 Parganas,West Bengal,7.15,0.82,0.27,8.5,0.0,36.5,82.4,4,2,1,11.0,1.58,0.02842,0,0
2024-12-12,VIL-004,Canning,South 24 Parganas,West Bengal,6.84,1.2,0.284,48.1,0.0,25.3,70.4,1,4,1,11.0,1.71,0.00578,0,0
2024-12-13,VIL-004,Canning,South 24 Parganas,West Bengal,7.44,11.47,0.386,42.4,0.0,26.3,59.4,4,0,5,0.0,3.12,0.00889,25,0
2024-12-14,VIL-004,Canning,South 24 Parganas,West Bengal,7.74,1.14,0.383,71.5,0.0,33.6,86.4,1,1,2,0.0,2.75,0.00528,0,0
2024-12-15,VIL-004,Canning,South 24 Parganas,West Bengal,7.28,0.81,0.177,130.3,0.0,31.1,88.9,2,4,1,0.0,2.81,0.00135,55,1
2024-12-16,VIL-004,Canning,South 24 Parganas,West Bengal,7.51,2.58,0.362,143.7,0.0,31.7,78.0,0,3,2,0.0,2.85,0.0025,35,1
2024-12-17,VIL-004,Canning,South 24 Parganas,West Bengal,7.01,3.73,0.397,86.5,0.0,32.6,68.4,1,2,2,0.0,3.11,0.00454,0,0
2024-12-18,VIL-004,Canning,South 24 Parganas,West Bengal,7.05,4.34,0.296,80.0,0.0,28.0,56.3,2,4,2,0.0,3.61,0.00365,25,0
2024-12-19,VIL-004,Canning,South 24 Parganas,West Bengal,7.17,4.72,0.753,232.2,33.3,30.3,76.0,3,1,4,33.3,4.11,0.00323,60,1
2024-12-20,VIL-004,Canning,South 24 Parganas,West Bengal,6.65,0.2,0.326,37.8,0.0,30.0,58.8,3,4,0,33.3,2.5,0.0084,0,0
2024-12-21,VIL-004,Canning,South 24 Parganas,West Bengal,6.76,1.68,0.033,139.5,0.0,25.6,57.1,6,1,1,33.3,2.58,0.00023,70,2
2024-12-22,VIL-004,Canning,South 24 Parganas,West Bengal,7.93,5.0,0.168,198.5,12.4,30.3,74.8,2,2,4,12.4,3.18,0.00084,95,2
2024-12-23,VIL-004,Canning,South 24 Parganas,West Bengal,8.3,7.9,0.477,52.8,0.0,34.0,65.8,5,0,3,12.4,3.94,0.00887,25,0
2024-12-24,VIL-004,Canning,South 24 Parganas,West Bengal,8.06,3.1,0.22,101.9,0.0,27.7,79.1,0,1,2,12.4,3.85,0.00214,35,1
2024-12-25,VIL-004,Canning,South 24 Parganas,West Bengal,6.31,0.2,0.171,36.9,0.0,29.6,73.1,3,2,4,0.0,3.26,0.00451,20,0
2024-12-26,VIL-004,Canning,South 24 Parganas,West Bengal,6.25,1.7,0.601,13.5,0.0,29.8,67.7,1,3,1,0.0,2.83,0.04145,0,0
2024-12-27,VIL-004,Canning,South 24 Parganas,West Bengal,6.39,0.26,0.381,68.9,0.0,27.9,54.5,1,3,4,0.0,2.83,0.00545,0,0
2024-12-28,VIL-004,Canning,South 24 Parganas,West Bengal,7.18,4.64,0.242,17.1,0.0,31.7,64.8,3,6,1,0.0,3.26,0.01337,45,1
2024-12-29,VIL-004,Canning,South 24 Parganas,West Bengal,5.41,0.22,0.0,47.7,0.0,26.3,65.2,0,2,2,0.0,2.57,0.0,35,1
2024-12-30,VIL-004,Canning,South 24 Parganas,West Bengal,6.75,0.69,0.462,160.9,0.0,34.3,60.3,5,5,0,0.0,1.54,0.00285,35,1
2024-12-31,VIL-004,Canning,South 24 Parganas,West Bengal,7.94,1.81,0.353,7.0,0.0,31.5,71.1,2,0,1,0.0,1.36,0.04412,0,0
2025-01-01,VIL-004,Canning,South 24 Parganas,West Bengal,7.69,2.09,0.584,2.4,0.0,25.3,61.2,2,3,2,0.0,1.63,0.17176,0,0
2025-01-02,VIL-004,Canning,South 24 Parganas,West Bengal,6.79,1.75,0.153,72.7,0.0,35.8,73.0,2,1,3,0.0,1.64,0.00208,20,0
2025-01-03,VIL-004,Canning,South 24 Parganas,West Bengal,6.84,2.09,0.283,31.4,2.8,29.7,77.9,6,1,3,2.8,1.9,0.00873,0,0
2025-01-04,VIL-004,Canning,South 24 Parganas,West Bengal,7.44,4.2,0.404,42.2,0.0,26.1,65.1,5,3,6,2.8,1.84,0.00935,25,0
2025-01-05,VIL-004,Canning,South 24 Parganas,West Bengal,7.66,1.55,0.576,40.6,41.3,33.4,80.1,0,0,2,44.1,2.03,0.01385,0,0
2025-01-06,VIL-004,Canning,South 24 Parganas,West Bengal,6.78,2.67,0.397,7.1,0.0,31.0,58.7,0,5,5,41.3,2.31,0.04901,0,0
2025-01-07,VIL-004,Canning,South 24 Parganas,West Bengal,6.96,1.21,0.223,0.3,0.0,21.9,61.7,1,2,0,41.3,2.22,0.17154,0,0
2025-01-08,VIL-004,Canning,South 24 Parganas,West Bengal,6.76,1.47,0.584,178.4,0.0,26.9,73.6,2,2,3,0.0,2.13,0.00326,35,1
2025-01-09,VIL-004,Canning,South 24 Parganas,West Bengal,6.3,3.2,0.294,19.2,0.0,30.1,83.2,3,2,1,0.0,2.34,0.01455,0,0
2025-01-10,VIL-004,Canning,South 24 Parganas,West Bengal,6.97,2.27,0.382,43.3,50.0,20.4,85.4,1,6,1,50.0,2.37,0.00862,20,0
2025-01-11,VIL-004,Canning,South 24 Parganas,West Bengal,6.92,4.31,0.485,278.7,10.0,29.3,94.3,3,5,3,60.0,2.38,0.00173,75,2
2025-01-12,VIL-004,Canning,South 24 Parganas,West Bengal,6.34,2.76,0.631,136.7,0.0,29.6,70.5,0,0,0,60.0,2.56,0.00458,50,1
2025-01-13,VIL-004,Canning,South 24 Parganas,West Bengal,7.49,5.47,0.416,8.9,0.0,24.3,73.5,2,0,5,10.0,2.96,0.04202,25,0
2025-01-14,VIL-004,Canning,South 24 Parganas,West Bengal,7.39,1.97,0.816,55.4,3.1,30.1,62.6,2,1,2,3.1,3.06,0.01447,0,0
2025-01-15,VIL-004,Canning,South 24 Parganas,West Bengal,7.52,2.27,0.334,102.2,53.7,29.0,60.0,4,2,2,56.8,3.18,0.00324,50,1
2025-01-16,VIL-004,Canning,South 24 Parganas,West Bengal,6.64,3.72,0.403,93.5,0.0,24.2,77.7,3,3,2,56.8,3.25,0.00426,15,0
2025-01-17,VIL-004,Canning,South 24 Parganas,West Bengal,5.91,0.84,0.239,111.6,3.7,32.7,65.7,3,1,6,57.4,3.05,0.00212,50,1
2025-01-18,VIL-004,Canning,South 24 Parganas,West Bengal,7.38,1.64,0.408,47.7,0.0,32.4,89.8,7,3,5,3.7,2.67,0.00838,0,0
2025-01-19,VIL-004,Canning,South 24 Parganas,West Bengal,6.7,3.29,0.403,15.1,0.0,27.8,57.5,4,0,0,3.7,2.74,0.02503,0,0
2025-01-20,VIL-004,Canning,South 24 Parganas,West Bengal,6.57,0.2,0.538,48.8,0.0,28.2,80.8,2,2,0,0.0,1.99,0.0108,0,0
2025-01-21,VIL-004,Canning,South 24 Parganas,West Bengal,6.35,1.93,0.43,81.4,35.9,31.9,62.9,4,2,1,35.9,1.98,0.00522,0,0
2025-01-22,VIL-004,Canning,South 24 Parganas,West Bengal,6.93,3.07,0.255,73.2,15.2,28.2,65.2,2,4,2,51.1,2.1,0.00344,15,0
2025-01-23,VIL-004,Canning,South 24 Parganas,West Bengal,8.05,11.5,0.396,5.7,0.0,21.3,81.5,2,3,3,51.1,3.21,0.0591,40,1
2025-01-24,VIL-004,Canning,South 24 Parganas,West Bengal,6.8,7.04,0.229,5.2,0.0,30.9,66.9,2,3,1,15.2,4.1,0.03694,25,0
2025-01-25,VIL-004,Canning,South 24 Parganas,West Bengal,6.45,1.11,0.449,262.1,16.8,25.7,68.8,3,7,3,16.8,4.02,0.00171,55,1
2025-01-26,VIL-004,Canning,South 24 Parganas,West Bengal,7.49,2.38,0.249,12.8,25.6,27.4,65.3,0,4,0,42.4,3.89,0.01804,0,0
2025-01-27,VIL-004,Canning,South 24 Parganas,West Bengal,7.2,0.2,0.098,27.2,10.0,34.8,96.4,1,2,2,52.4,3.89,0.00348,35,1
2025-01-28,VIL-004,Canning,South 24 Parganas,West Bengal,5.83,0.93,0.147,113.8,0.0,28.5,67.6,2,4,2,35.6,3.75,0.00128,55,1
2025-01-29,VIL-004,Canning,South 24 Parganas,West Bengal,7.5,5.01,0.139,41.1,0.0,29.0,75.6,6,2,4,10.0,4.02,0.0033,45,1
2025-01-30,VIL-004,Canning,South 24 Parganas,West Bengal,8.38,0.44,0.255,15.6,17.6,31.0,72.6,2,2,3,17.6,2.44,0.01536,0,0
2025-01-31,VIL-004,Canning,South 24 Parganas,West Bengal,5.54,1.0,0.197,49.1,0.0,31.0,77.7,4,2,3,17.6,1.58,0.00393,20,0
2025-02-01,VIL-004,Canning,South 24 Parganas,West Bengal,6.36,9.69,0.346,65.6,0.0,25.3,67.6,1,3,7,17.6,2.81,0.0052,25,0
2025-02-02,VIL-004,Canning,South 24 Parganas,West Bengal,5.39,5.83,0.279,47.0,0.0,28.8,72.6,3,0,4,0.0,3.3,0.00581,25,0
2025-02-03,VIL-004,Canning,South 24 Parganas,West Bengal,7.05,5.12,0.443,196.0,0.0,29.1,79.7,3,1,2,0.0,4.0,0.00225,60,1
2025-02-04,VIL-004,Canning,South 24 Parganas,West Bengal,7.69,6.72,0.419,26.1,0.0,30.1,64.6,1,2,4,0.0,4.83,0.01546,25,0
2025-02-05,VIL-004,Canning,South 24 Parganas,West Bengal,7.16,4.65,0.292,84.5,0.0,30.2,88.1,2,6,2,0.0,4.78,0.00342,45,1
2025-02-06,VIL-004,Canning,South 24 Parganas,West Bengal,7.94,0.43,0.574,9.3,0.0,39.3,89.2,6,2,2,0.0,4.78,0.05573,0,0
2025-02-07,VIL-004,Canning,South 24 Parganas,West Bengal,7.6,2.44,0.183,38.8,0.0,24.3,82.3,3,4,2,0.0,4.98,0.0046,20,0
2025-02-08,VIL-004,Canning,South 24 Parganas,West Bengal,8.12,1.97,0.531,105.4,0.0,32.9,75.8,2,1,3,0.0,3.88,0.00499,35,1
2025-02-09,VIL-004,Canning,South 24 Parganas,West Bengal,7.8,1.25,0.378,19.9,0.4,33.7,39.1,5,3,0,0.4,3.23,0.01809,0,0
2025-02-10,VIL-004,Canning,South 24 Parganas,West Bengal,6.86,6.03,0.279,69.5,4.8,31.0,80.1,1,3,1,5.2,3.36,0.00396,25,0
2025-02-11,VIL-004,Canning,South 24 Parganas,West Bengal,7.14,2.1,0.553,13.0,0.0,26.4,70.3,0,1,2,5.2,2.7,0.0395,0,0
2025-02-12,VIL-004,Canning,South 24 Parganas,West Bengal,6.58,0.21,0.45,8.5,8.8,35.7,72.0,5,2,6,13.6,2.06,0.04737,0,0
2025-02-13,VIL-004,Canning,South 24 Parganas,West Bengal,6.96,1.08,0.156,57.8,0.0,20.2,52.2,5,6,2,8.8,2.15,0.00265,40,1
2025-02-14,VIL-004,Canning,South 24 Parganas,West Bengal,7.14,0.87,0.416,87.7,5.8,26.3,80.9,4,3,4,14.6,1.93,0.00469,0,0
2025-02-15,VIL-004,Canning,South 24 Parganas,West Bengal,7.05,7.34,0.415,9.4,0.0,33.7,57.6,3,2,1,5.8,2.7,0.0399,25,0
2025-02-16,VIL-004,Canning,South 24 Parganas,West Bengal,7.91,3.5,0.531,194.9,0.0,27.5,76.4,2,5,3,5.8,3.02,0.00271,35,1
2025-02-17,VIL-004,Canning,South 24 Parganas,West Bengal,6.9,2.76,0.455,20.0,0.0,35.4,85.9,4,1,3,0.0,2.55,0.02167,0,0
2025-02-18,VIL-004,Canning,South 24 Parganas,West Bengal,6.54,2.37,0.468,10.0,40.8,23.0,69.4,2,0,1,40.8,2.59,0.04255,0,0
2025-02-19,VIL-004,Canning,South 24 Parganas,West Bengal,6.58,3.53,0.271,17.7,0.0,24.6,89.6,0,5,2,40.8,3.06,0.01449,0,0
2025-02-20,VIL-004,Canning,South 24 Parganas,West Bengal,7.49,4.72,0.312,14.5,55.6,26.9,66.0,3,5,6,96.4,3.58,0.02013,40,1
2025-02-21,VIL-004,Canning,South 24 Parganas,West Bengal,6.26,2.72,0.305,7.4,34.4,30.7,82.2,1,4,3,90.0,3.85,0.03631,15,0
2025-02-22,VIL-004,Canning,South 24 Parganas,West Bengal,6.98,9.36,0.062,124.7,33.8,28.1,59.3,2,3,2,123.8,4.14,0.00049,110,2
2025-02-23,VIL-004,Canning,South 24 Parganas,West Bengal,7.9,12.65,0.582,53.4,0.0,27.0,87.4,1,2,5,68.2,5.44,0.0107,40,1
2025-02-24,VIL-004,Canning,South 24 Parganas,West Bengal,7.28,18.04,0.149,38.4,0.0,34.7,85.5,5,4,1,33.8,7.63,0.00378,45,1
2025-02-25,VIL-004,Canning,South 24 Parganas,West Bengal,7.06,3.72,0.398,234.7,0.0,35.1,80.6,6,2,0,0.0,7.82,0.00169,35,1
2025-02-26,VIL-004,Canning,South 24 Parganas,West Bengal,7.08,9.06,0.29,36.2,0.0,27.3,70.3,2,0,5,0.0,8.61,0.0078,25,0
2025-02-27,VIL-004,Canning,South 24 Parganas,West Bengal,6.48,1.74,0.307,14.2,0.0,22.2,58.2,4,3,5,0.0,8.18,0.0202,0,0
2025-02-28,VIL-004,Canning,South 24 Parganas,West Bengal,6.59,6.6,0.472,25.0,0.0,20.4,70.3,1,1,4,0.0,8.74,0.01815,25,0
2025-03-01,VIL-004,Canning,South 24 Parganas,West Bengal,6.98,8.06,0.21,21.3,0.0,30.0,88.3,3,2,3,0.0,8.55,0.00942,25,0
2025-03-02,VIL-004,Canning,South 24 Parganas,West Bengal,7.26,7.88,0.432,53.9,0.0,31.6,76.6,1,1,2,0.0,7.87,0.00787,25,0
2025-03-03,VIL-004,Canning,South 24 Parganas,West Bengal,7.67,5.97,0.434,26.9,0.0,29.3,56.4,2,5,4,0.0,6.15,0.01556,25,0
2025-03-04,VIL-004,Canning,South 24 Parganas,West Bengal,7.16,1.75,0.21,56.6,22.7,28.7,61.5,3,6,2,22.7,5.87,0.00365,20,0
2025-03-05,VIL-004,Canning,South 24 Parganas,West Bengal,7.91,0.58,0.514,86.3,70.4,25.8,90.0,4,2,0,93.1,4.65,0.00589,15,0
2025-03-06,VIL-004,Canning,South 24 Parganas,West Bengal,8.06,1.37,0.596,117.2,3.0,31.6,80.9,0,4,3,96.1,4.6,0.00504,50,1
2025-03-07,VIL-004,Canning,South 24 Parganas,West Bengal,7.58,4.9,0.714,96.6,47.1,35.7,60.2,3,1,1,120.5,4.36,0.00732,40,1
2025-03-08,VIL-004,Canning,South 24 Parganas,West Bengal,7.83,0.89,0.303,18.0,0.0,20.1,53.8,2,3,2,50.1,3.33,0.01595,15,0
2025-03-09,VIL-004,Canning,South 24 Parganas,West Bengal,6.51,2.19,0.384,9.6,0.0,28.7,67.5,2,1,1,47.1,2.52,0.03623,0,0
2025-03-10,VIL-004,Canning,South 24 Parganas,West Bengal,6.41,2.8,0.395,61.0,0.0,25.1,52.8,2,2,5,0.0,2.07,0.00637,0,0
2025-03-11,VIL-004,Canning,South 24 Parganas,West Bengal,7.41,3.11,0.47,17.3,9.5,23.0,73.1,4,3,6,9.5,2.26,0.02568,0,0
2025-03-12,VIL-004,Canning,South 24 Parganas,West Bengal,6.3,9.22,0.665,6.9,0.0,24.5,99.0,3,4,2,9.5,3.5,0.08418,25,0
2025-03-13,VIL-004,Canning,South 24 Parganas,West Bengal,6.93,3.64,0.438,58.4,0.0,30.5,55.8,2,0,4,9.5,3.82,0.00737,0,0
